DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EE,2017,55.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EE,2018,58.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EE,2019,65.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EE,2020,65.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EE,2021,64.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2001,35.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2002,38.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2003,39.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2004,42.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2005,44.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2006,47.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2007,52.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2008,69.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2009,76.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2010,60.7,b
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2011,59.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2012,52.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2013,57.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2014,67.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2015,50.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2016,54.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2017,55.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2018,62.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2019,62.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2020,63.0,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EL,2021,60.7,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2000,43.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2001,48.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2002,54.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2003,61.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2004,61.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2005,65.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2006,67.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2007,75.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2008,83.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2009,89.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2010,90.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2011,87.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2012,82.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2013,80.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2014,79.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2015,83.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2016,83.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2017,85.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2018,88.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2019,90.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2020,92.1,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,ES,2021,96.8,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2001,61.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2002,65.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2003,68.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2004,67.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2005,71.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2006,73.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2007,77.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2008,81.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2009,82.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2010,83.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2011,86.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2012,84.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2013,86.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2014,87.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2015,88.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2016,89.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2017,93.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2018,96.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2019,100.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2020,101.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,EU27_2020,2021,107.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2001,67.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2002,70.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2003,73.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2004,72.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2005,74.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2006,74.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2007,77.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2008,82.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2009,89.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2010,90.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2011,84.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2012,86.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2013,88.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2014,89.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2015,89.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2016,91.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2017,98.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2018,100.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2019,111.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2020,102.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FI,2021,103.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2000,50.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2001,53.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2002,57.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2003,59.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2004,62.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2005,61.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2006,61.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2007,62.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2008,67.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2009,70.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2010,73.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2011,71.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2012,73.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2013,73.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2014,75.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2015,75.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2016,77.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2017,78.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2018,82.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2019,83.9,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2020,84.0,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,FR,2021,91.9,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2000,32.3,e
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2001,36.4,b
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2002,38.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2003,37.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2004,43.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2005,43.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2006,44.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2007,53.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2008,56.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2009,58.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2010,52.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2011,49.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2012,51.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2013,50.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2014,49.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2015,50.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2016,51.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2017,54.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2018,57.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2019,62.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2020,63.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HR,2021,66.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2000,16.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2001,19.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2002,24.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2003,27.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2004,38.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2005,41.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2006,40.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2007,41.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2008,45.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2009,39.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2010,38.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2011,40.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2012,41.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2013,43.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2014,41.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2015,43.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2016,48.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2017,52.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2018,57.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2019,61.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2020,58.8,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,HU,2021,60.8,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2000,52.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2001,65.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2002,73.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2003,82.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2004,86.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2005,88.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2006,94.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2007,106.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2008,113.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2009,98.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2010,97.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2011,132.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2012,121.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2013,121.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2014,118.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2015,121.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2016,125.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2017,131.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2018,139.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2019,145.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2020,149.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IE,2021,150.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2000,67.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2001,62.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2002,65.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2003,75.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2004,78.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2005,92.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2006,92.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2007,101.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2008,63.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2009,57.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2010,61.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2011,59.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2012,68.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2013,73.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2014,83.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2015,103.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2016,121.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2017,147.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2018,155.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2019,148.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2020,128.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IS,2021,136.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2001,80.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2002,86.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2003,91.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2004,78.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2005,89.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2006,85.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2007,86.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2008,84.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2009,90.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2010,86.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2011,97.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2012,85.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2013,90.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2014,88.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2015,92.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2016,90.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2017,93.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2018,97.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2019,99.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2020,97.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,IT,2021,101.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2000,13.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2001,16.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2002,18.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2003,20.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2004,22.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2005,25.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2006,29.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2007,34.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2008,38.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2009,27.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2010,27.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2011,27.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2012,29.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,LT,2013,29.2,
